0.00,0.00,0.00,0.00,0.00,0.00
0.27,0.70,0.90,0.97,94.18,-5.70
9.27,7.27,9.73,12.83,47.30,2.02
2.60,5.53,4.83,4.23,74.51,-2.45
9.40,10.03,12.50,8.83,46.84,1.37
1.63,2.30,2.37,2.57,83.44,-2.45
3.27,4.20,3.20,4.03,78.70,1.24
9.00,7.97,11.90,10.47,48.21,-6.62
3.83,6.30,6.17,5.17,70.25,-0.84
9.17,9.03,10.10,9.60,49.27,-8.39
4.13,6.70,5.90,6.83,65.29,1.01
8.13,8.40,10.23,8.67,49.25,-2.76
0.43,1.07,0.73,1.00,92.05,-0.23
12.33,11.43,9.77,7.23,47.00,-1.55
6.87,8.17,10.23,6.87,54.28,-5.36
7.80,8.63,9.30,10.67,49.12,-2.32
7.90,10.87,8.50,10.43,48.99,-0.55
9.23,10.70,7.67,8.93,49.44,1.50
7.90,7.13,8.23,15.40,46.74,2.39
8.60,9.60,8.70,12.27,48.89,0.43
3.83,5.63,4.10,4.73,73.50,-0.25
7.87,10.77,8.07,11.23,47.41,-0.19
9.03,7.60,9.30,12.67,48.40,-0.51
0.33,0.50,0.60,0.60,95.92,4.00
9.33,10.80,9.20,10.50,47.82,-6.10
6.90,10.33,9.03,11.53,48.21,-1.94
9.53,7.93,8.93,10.37,48.69,-2.31
9.77,9.27,10.53,7.77,49.85,1.73
7.83,11.97,9.33,6.67,52.53,0.65
2.43,3.77,4.20,4.00,76.72,-4.43
0.53,1.13,0.73,0.63,93.35,-7.75
9.47,7.97,10.63,9.60,46.68,-0.88
8.70,10.07,10.33,8.63,49.62,-4.76
3.97,2.73,4.67,4.20,75.26,-3.09
0.67,0.60,0.87,0.73,92.41,-2.72
7.80,9.07,12.90,8.67,48.53,2.81
10.43,7.70,10.97,8.50,48.23,3.66
8.30,12.63,8.67,7.80,47.36,-0.06
10.73,13.43,7.20,7.50,47.59,-4.02
7.77,7.40,10.60,9.87,49.40,2.04
0.67,1.37,1.47,1.40,89.93,-3.65
1.13,1.80,1.77,2.07,87.29,-2.16
10.73,9.97,12.20,7.60,47.42,2.40
11.20,10.90,8.43,7.97,47.65,1.36
9.17,8.73,6.33,10.20,49.63,-0.77
7.73,8.60,11.87,10.83,46.24,-2.39
6.57,10.07,10.27,9.67,49.26,0.91
2.27,2.63,2.40,2.53,83.90,-1.03
7.53,9.20,6.43,7.17,55.90,0.58
8.70,8.73,9.30,10.67,49.06,-6.94
5.83,11.23,9.00,11.40,48.34,-0.32
9.37,9.27,10.17,11.13,47.06,-1.50
9.70,6.10,11.63,8.13,49.33,-3.28
10.57,8.60,10.27,10.20,49.08,0.89
4.00,4.27,4.23,4.57,74.11,0.29
9.40,10.00,9.17,9.17,47.58,-1.33
9.20,11.13,9.77,8.77,47.84,-2.19
8.50,10.80,13.33,8.03,47.09,-1.36
5.57,8.43,8.33,8.33,58.63,-3.55
10.07,8.03,7.87,11.47,48.25,-1.13
9.13,7.97,13.90,8.07,46.67,0.96
8.87,9.37,10.27,9.33,47.55,-3.00
0.10,0.50,0.57,0.47,95.86,-0.86
10.10,9.37,8.80,11.60,47.78,2.25
9.53,10.10,10.07,8.57,48.50,2.52
9.97,9.13,6.53,13.50,46.36,-2.50
7.90,10.07,9.07,9.57,48.97,-2.79
8.60,9.87,7.30,9.50,55.01,-0.76
7.10,14.43,10.37,9.70,47.65,-3.31
8.03,9.63,8.37,11.40,49.19,1.12
10.53,11.27,8.63,7.60,48.20,3.14
9.47,9.93,8.97,7.43,47.76,-1.95
2.37,3.27,3.37,4.13,79.00,-0.69
9.43,7.63,9.00,10.30,46.44,0.11
9.93,9.97,8.83,9.30,48.60,-2.25
11.07,9.93,8.80,8.93,48.16,-0.64
9.90,8.60,10.87,8.87,46.92,0.31
8.07,11.63,8.07,8.87,48.35,-1.86
10.17,10.00,8.77,11.10,48.32,1.02
13.53,7.27,8.87,8.17,50.24,0.13
8.13,8.10,8.70,10.40,49.72,-4.71
9.60,8.73,12.20,10.57,45.87,-1.16
7.60,11.73,8.87,9.10,48.91,-0.55
5.37,4.37,6.70,5.10,67.61,-0.66
10.37,10.50,7.40,10.33,48.26,0.88
8.77,9.83,12.03,7.90,48.61,3.63
7.93,9.50,11.27,9.80,47.31,-0.16
9.27,8.60,9.83,10.37,48.50,-6.70
1.60,1.93,1.90,1.60,87.59,-1.33
7.63,10.43,10.63,8.90,47.60,1.87
10.27,8.57,9.83,10.63,48.82,4.12
7.83,10.67,9.33,10.30,48.28,-2.01
8.80,9.63,5.57,9.83,52.94,-0.89
5.33,5.93,6.40,5.50,63.38,3.05
8.00,10.53,9.70,8.83,48.76,1.35
7.43,13.00,6.13,11.97,47.47,-1.23
2.40,3.77,4.17,3.30,79.30,-3.16
7.90,10.37,9.03,13.60,47.60,0.62
7.83,10.67,8.70,10.53,47.85,-1.47
6.47,9.17,9.67,9.83,48.62,-6.19
2.93,6.27,5.73,8.30,66.62,0.26
9.13,12.77,9.50,8.17,47.38,0.91
7.73,9.10,14.40,9.23,47.79,1.13
9.83,8.93,9.77,9.40,48.19,-1.11
8.53,10.73,11.03,8.93,48.06,-2.73
9.03,7.17,8.47,7.67,56.99,-7.48
6.77,9.57,11.13,10.83,47.61,-2.42
8.43,8.60,11.33,10.20,47.05,-6.05
7.47,7.97,10.53,10.90,47.44,-1.76
7.83,5.93,6.60,6.90,58.36,0.80
9.67,10.33,10.50,8.67,48.93,-3.88
10.53,10.87,6.90,8.50,49.20,0.05
9.23,12.40,8.10,8.63,47.82,2.39
9.13,8.97,9.37,9.37,47.06,-1.88
8.53,7.80,5.77,7.13,59.16,-2.79
11.33,10.33,9.30,9.70,47.46,-4.36
8.30,8.77,11.13,9.63,47.95,-3.74
1.90,2.50,1.70,2.47,84.43,2.43
0.97,1.03,0.90,0.93,90.72,0.77
3.13,3.87,4.30,2.73,78.45,1.85
8.17,12.03,10.37,8.17,47.94,1.47
6.93,9.33,10.53,9.53,48.96,-3.80
8.87,9.70,6.60,10.57,48.89,2.55
8.33,8.83,10.77,9.23,47.43,-0.25
6.47,8.33,11.93,11.17,47.80,-0.71
9.20,10.00,9.00,11.07,48.65,1.22
8.10,14.43,8.53,9.43,46.80,0.64
8.40,9.27,9.20,8.77,48.02,-3.99
8.63,11.33,9.20,9.60,46.22,-2.71
9.07,9.77,10.53,8.80,49.61,-2.40
10.23,9.67,8.30,8.73,50.28,1.34
7.97,10.60,10.13,8.53,48.44,-0.93
6.77,12.60,9.87,8.97,49.92,3.89
1.33,1.83,1.47,1.87,87.78,-2.59
9.83,13.30,9.70,6.07,47.99,3.65
7.87,6.40,6.10,7.27,60.88,2.05
10.70,8.07,10.10,10.83,48.15,-2.86
6.50,8.87,8.53,7.33,56.89,-5.04
8.27,9.00,10.97,9.50,46.88,-5.59
8.50,10.67,9.33,10.90,46.46,2.22
3.97,3.97,4.17,4.60,74.68,1.97
8.77,7.40,9.07,9.70,49.68,-2.33
0.87,1.10,1.33,1.30,89.41,-2.11
10.70,8.90,9.77,10.20,48.97,-0.99
8.13,7.37,9.50,11.13,47.16,1.50
8.63,10.17,12.20,8.23,47.27,0.28
8.50,10.43,9.07,11.47,47.84,-1.63
4.43,4.97,4.90,4.77,72.02,-1.97
7.73,11.13,8.60,8.47,48.05,2.07
10.40,9.50,10.20,8.37,47.42,-0.91
8.13,8.03,9.43,9.20,53.58,-8.14
8.87,8.43,9.67,12.87,47.66,1.37
8.60,9.87,9.40,10.93,48.36,1.55
10.10,10.63,6.10,9.33,49.64,-0.83
8.33,8.47,7.60,10.87,48.90,0.22
7.30,12.27,9.43,11.20,47.33,1.07
0.27,0.93,0.93,0.93,92.42,-0.65
6.03,13.03,9.60,9.03,49.09,1.44
7.03,11.97,10.67,8.80,47.91,-0.28
7.90,12.53,8.20,9.63,49.79,-2.16
7.90,10.27,12.53,10.20,47.58,-2.06
8.03,11.53,11.37,8.60,48.14,-1.73
