0.00,0.00,0.00,0.00,0.00,0.00
2.40,2.63,3.47,3.37,80.63,1.17
7.53,9.87,12.37,7.63,49.58,-2.03
8.97,10.40,9.20,10.07,46.66,0.45
9.87,9.23,11.33,8.50,48.23,1.58
1.73,3.77,2.53,2.97,82.18,-0.97
7.47,6.70,9.23,9.00,55.56,-1.53
7.80,9.13,8.97,8.47,49.44,-1.00
6.93,10.93,8.03,9.03,48.79,-3.55
9.80,10.50,10.13,10.27,47.76,2.65
9.30,9.60,6.93,11.87,47.50,1.49
7.27,10.20,8.47,12.47,48.75,-2.36
9.03,10.83,10.83,7.70,48.74,-0.09
6.70,8.77,10.90,9.23,51.05,-3.51
7.90,9.87,10.80,11.43,47.76,1.27
8.73,11.47,7.50,11.43,49.63,6.04
10.33,7.70,8.30,11.00,48.00,-1.70
8.73,12.27,11.50,7.87,47.80,-0.08
7.77,8.07,10.53,10.70,49.68,-2.49
6.93,9.70,6.47,7.80,58.58,-0.50
6.10,11.43,9.73,10.20,47.74,-2.48
10.37,8.73,10.47,9.10,47.84,-3.54
7.03,10.80,9.10,7.70,48.72,-4.87
9.07,8.63,11.33,7.83,49.14,-3.11
8.07,10.13,11.00,9.07,47.85,-2.71
7.90,10.23,10.20,9.97,49.44,-1.17
7.80,10.23,9.97,13.23,46.87,-4.82
7.53,8.57,8.80,12.83,48.37,0.27
7.90,8.63,8.57,8.07,53.23,-4.15
8.17,9.70,9.17,8.23,47.85,-6.22
1.43,2.43,1.70,1.77,86.15,-1.61
7.53,9.87,10.03,9.10,47.33,-7.51
6.73,9.87,7.53,8.30,51.90,-2.46
6.50,8.57,13.30,10.03,49.16,-1.46
8.73,10.90,8.37,9.37,46.90,0.83
9.57,8.67,11.37,7.70,48.09,-2.67
8.20,10.10,10.23,11.23,48.26,-1.31
8.47,8.73,8.30,9.47,46.76,-1.70
8.47,8.87,10.50,9.37,48.84,2.05
10.10,9.23,8.50,8.83,48.56,-1.62
3.37,4.10,3.73,4.20,76.99,-7.75
12.13,9.97,5.80,8.60,48.72,-0.39
10.00,11.30,8.43,9.90,46.91,-1.32
9.30,9.27,8.53,10.47,48.68,2.47
6.93,10.20,10.47,11.53,48.56,-3.42
8.50,7.47,12.27,10.83,47.78,0.76
7.93,7.90,8.27,11.43,50.23,-5.59
7.00,7.70,8.53,7.63,58.50,-0.66
5.57,6.80,8.70,6.73,60.96,1.36
8.47,11.47,11.47,7.93,48.17,-1.41
8.10,11.13,10.77,7.13,50.07,-2.98
7.07,9.23,11.00,12.77,46.47,0.32
11.27,8.40,10.17,8.37,48.62,3.77
8.30,6.43,8.60,8.53,56.39,0.71
8.70,9.27,8.43,10.20,51.77,-1.13
9.97,8.13,11.87,9.97,46.93,-1.70
6.03,9.30,7.90,7.50,55.34,1.41
7.90,7.63,10.10,7.03,53.77,2.81
7.83,9.47,10.50,10.03,47.27,0.57
5.80,6.23,5.60,7.47,66.43,1.71
8.67,10.60,7.60,10.90,48.91,2.02
9.60,9.47,10.13,11.30,49.09,-2.24
8.53,11.47,10.03,8.97,49.30,-2.24
2.77,4.97,4.87,6.13,71.53,1.58
8.83,9.20,10.13,8.40,49.99,-1.34
7.67,8.10,11.87,10.30,47.88,-0.73
6.67,8.27,9.80,9.27,48.43,2.50
8.33,10.17,8.87,12.63,47.50,2.11
8.30,10.80,8.00,10.07,49.07,2.87
7.70,9.30,9.73,10.97,47.38,-1.48
12.03,7.07,10.13,8.23,48.60,-7.01
9.77,9.47,8.57,9.17,48.69,4.15
4.17,5.27,5.40,5.27,72.09,0.61
8.93,10.00,12.30,8.30,48.72,-1.23
9.37,10.60,10.37,9.20,48.72,-0.54
8.23,8.73,8.73,11.67,47.98,-1.03
1.50,2.23,1.83,1.80,86.58,-3.35
2.93,4.27,3.50,3.83,78.49,-0.16
6.43,10.47,9.90,12.20,46.96,1.42
8.93,8.10,10.30,7.47,50.14,-1.26
9.00,9.90,8.50,11.07,48.92,1.61
8.13,9.37,11.50,9.77,49.40,-4.27
10.43,8.10,14.07,8.07,46.96,1.89
7.83,9.37,10.60,11.00,48.20,1.46
8.70,10.10,8.80,9.90,48.85,-1.49
5.77,9.33,12.63,10.27,48.18,2.67
6.77,13.53,7.97,11.33,48.19,-1.89
11.37,9.00,9.93,8.17,48.71,0.81
9.97,9.20,8.40,10.10,47.76,-3.12
8.37,7.60,10.03,10.47,48.83,-2.94
7.13,10.10,10.20,9.57,47.96,-6.35
8.37,12.73,10.70,6.97,47.52,0.65
9.77,11.53,10.47,10.13,46.72,-5.00
11.93,9.93,8.90,7.07,47.12,0.94
3.07,3.50,4.70,4.40,75.94,-2.26
6.30,5.97,7.53,7.63,62.18,1.74
9.87,8.63,12.80,8.20,46.75,2.56
7.27,10.13,9.70,10.00,48.00,-0.47
8.80,12.20,7.33,9.30,47.53,-4.47
9.60,6.57,9.83,11.43,47.21,0.66
10.03,8.47,9.27,8.77,50.65,-6.35
2.33,2.80,4.63,3.47,79.31,1.17
8.50,10.73,10.80,9.30,47.25,1.76
9.33,9.90,10.50,8.00,48.15,2.72
8.10,10.77,9.67,10.83,48.65,-0.54
11.10,8.47,10.73,10.33,47.61,-9.03
1.87,4.37,3.40,3.33,78.83,0.42
9.93,8.67,9.60,11.10,48.37,-3.13
7.80,11.10,10.60,9.40,48.27,-2.84
7.03,10.03,11.87,9.47,48.96,-0.53
8.87,10.00,8.57,9.13,48.15,0.31
7.73,8.50,11.77,10.27,48.73,1.56
10.67,8.87,8.03,10.13,48.72,-2.07
3.93,4.17,5.33,5.43,71.26,3.43
6.73,7.37,12.93,11.10,48.82,2.10
7.77,11.87,10.33,10.43,47.72,-4.31
8.97,8.50,8.03,11.77,49.89,-0.77
7.20,8.10,7.60,9.43,55.90,0.79
7.33,9.37,10.13,8.47,49.50,1.46
7.97,8.93,11.00,8.10,49.55,-4.39
7.27,13.43,9.30,9.13,48.03,0.14
10.90,8.83,7.90,8.57,49.60,0.45
10.93,10.00,7.33,7.90,49.38,-0.01
7.90,8.33,9.33,11.07,48.87,2.90
9.50,9.90,8.77,11.13,47.41,-3.78
4.07,4.97,3.73,5.00,73.04,-0.54
11.17,7.90,11.03,9.80,48.16,1.58
4.77,5.63,6.27,5.67,69.52,1.68
1.23,3.07,2.10,2.23,84.34,-3.91
3.43,3.93,4.30,4.43,76.25,0.71
9.17,8.27,10.10,11.17,49.05,2.94
6.67,6.60,6.23,7.23,61.57,-4.17
1.90,2.90,3.27,2.60,82.02,-1.73
11.03,9.73,8.73,9.53,49.02,-1.17
8.67,10.53,9.77,9.57,47.54,-1.84
5.67,6.47,6.87,7.80,61.78,-9.95
8.47,10.40,10.67,9.37,48.03,-1.40
9.80,8.93,9.07,11.80,47.87,2.49
0.40,0.70,0.67,0.77,93.48,-1.84
8.57,10.03,10.83,11.00,46.67,-0.30
9.57,9.53,10.77,10.37,48.11,0.64
9.03,11.40,9.53,11.00,47.74,0.63
8.93,9.63,9.93,9.57,47.93,1.42
9.50,9.67,9.00,11.30,48.05,-1.53
3.60,3.30,3.37,4.20,77.15,-1.95
9.47,10.07,8.83,11.13,47.39,-0.58
7.20,7.37,7.43,6.77,61.35,-4.19
6.93,8.40,9.80,11.57,48.51,-1.84
7.83,12.83,8.57,9.87,48.35,-6.95
8.90,7.17,9.67,6.90,54.07,-7.57
4.43,6.80,5.10,5.77,68.48,-1.20
10.00,9.07,7.83,11.50,48.29,-7.08
10.07,9.37,9.67,9.90,49.61,-2.92
11.70,10.50,9.07,8.03,49.97,-6.11
7.50,10.20,10.27,9.80,49.72,-2.90
10.80,8.60,10.87,8.43,47.06,1.03
7.47,9.23,9.77,8.73,47.77,-2.52
8.97,7.63,7.70,12.07,49.60,1.11
2.97,4.77,3.87,4.77,76.13,-3.56
