0.00,0.00,0.00,0.00,0.00,0.00
7.60,11.67,11.17,11.50,44.85,-0.55
6.43,11.53,9.03,9.77,48.18,-3.22
12.73,17.70,19.90,20.10,9.86,1.72
13.17,13.17,13.73,21.87,23.15,1.86
18.80,17.80,22.93,17.47,1.01,1.06
13.90,20.60,19.97,15.33,12.30,-3.55
18.70,21.20,16.90,23.40,0.91,0.09
24.33,15.80,18.17,18.17,1.04,-0.13
11.70,22.83,16.60,15.37,1.13,-3.73
21.60,25.07,17.13,16.43,0.95,2.44
23.67,18.83,19.63,17.73,0.99,0.40
16.00,20.90,16.77,22.53,0.94,-4.93
18.07,20.03,19.57,18.33,1.03,-0.80
23.10,18.43,14.10,21.57,0.90,1.77
18.23,16.53,23.33,20.10,1.03,4.56
13.67,13.13,18.40,17.47,17.25,-2.85
14.40,18.80,17.43,14.93,13.09,-2.57
18.27,23.30,19.57,14.97,1.09,0.84
13.00,15.17,17.93,16.07,16.49,-0.41
9.43,17.80,15.77,20.10,11.93,-8.41
22.90,23.67,14.77,16.13,1.11,2.76
16.30,21.20,21.37,19.70,0.93,2.25
19.83,18.53,21.63,16.23,1.00,-0.66
14.20,18.23,21.37,23.93,0.96,0.58
8.03,11.27,9.37,9.77,47.55,-6.00
18.20,16.23,15.87,20.77,1.00,0.12
23.47,16.30,19.27,14.73,1.06,-3.29
18.03,18.40,18.77,22.57,0.96,0.04
9.63,10.50,13.93,13.00,35.88,-5.07
19.37,21.17,18.60,16.57,0.85,2.61
13.13,15.53,15.90,14.23,20.22,-1.79
15.90,16.17,17.03,25.07,1.18,-1.27
17.20,20.43,15.83,20.83,0.87,-6.43
8.20,9.67,9.80,10.67,44.95,-2.51
18.07,18.17,22.17,15.43,1.09,0.95
18.10,20.93,19.07,15.70,0.78,1.29
19.40,18.57,15.00,21.50,0.75,-0.42
17.33,13.97,17.77,18.60,13.11,0.43
16.43,19.03,18.80,21.20,1.17,-3.47
21.47,15.73,18.63,19.73,0.99,-0.28
15.87,23.10,18.63,23.97,0.81,-6.30
19.00,20.40,23.63,14.67,0.98,-0.43
10.97,15.80,12.17,16.83,25.86,0.58
21.87,15.23,19.63,20.53,1.14,0.93
15.70,16.13,16.70,21.07,3.83,0.06
