0.00,0.00,0.00,0.00,0.00,0.00
1.07,2.30,2.13,2.43,85.05,0.04
2.40,2.93,2.03,2.00,83.93,-5.27
8.23,8.80,8.50,11.67,47.88,-3.00
0.13,0.63,0.67,0.43,95.91,4.26
0.27,0.50,0.63,0.67,94.78,-2.84
0.30,0.63,0.93,0.77,94.20,-0.96
5.53,5.50,4.80,7.00,65.80,-2.33
0.03,0.37,0.33,0.30,96.36,-0.06
0.17,0.63,0.63,0.63,95.55,-3.86
0.27,0.53,0.57,0.70,94.53,0.05
7.87,6.00,10.17,8.83,55.27,1.12
0.30,0.30,0.47,0.33,96.46,-2.23
6.63,7.03,8.67,4.90,62.27,1.09
7.87,8.97,7.07,9.53,52.76,0.74
2.53,2.93,4.27,3.97,78.58,-7.07
1.27,2.10,2.50,1.87,86.22,-0.58
0.13,0.40,0.40,0.33,97.26,-0.14
0.23,0.43,0.73,0.63,95.11,4.80
0.03,0.17,0.33,0.13,97.96,-3.13
6.73,7.30,9.80,8.43,55.22,0.60
0.37,0.80,0.67,0.80,94.37,1.65
2.33,2.63,3.67,3.17,81.28,-2.21
0.13,0.20,0.33,0.23,97.00,0.40
0.23,0.60,0.73,0.60,95.60,0.86
0.03,0.43,0.43,0.33,96.81,-0.81
3.70,4.30,4.53,4.53,73.74,-1.25
0.10,0.40,0.43,0.47,95.17,-2.40
0.20,0.50,0.70,0.40,94.79,0.54
0.10,0.33,0.33,0.37,96.62,-1.32
0.20,0.47,0.50,0.67,95.73,0.31
0.10,0.77,0.67,0.37,95.32,2.16
5.13,6.30,6.87,6.13,64.32,0.33
0.23,0.20,0.20,0.27,97.75,-3.14
0.13,0.33,0.33,0.30,96.60,-0.37
6.13,7.90,8.30,7.93,57.25,-1.73
0.20,0.90,0.60,0.60,93.83,0.23
0.53,0.40,0.87,0.83,93.00,-4.32
6.53,9.63,9.13,6.40,57.85,-3.32
0.20,0.40,0.43,0.37,96.04,-0.48
4.70,5.43,4.80,4.73,71.12,-4.54
2.03,2.03,2.30,1.47,85.82,-4.66
0.23,0.53,0.53,0.57,95.24,-0.93
0.20,0.43,0.60,0.57,95.47,-0.69
0.27,0.57,0.33,0.53,94.82,0.85
1.47,2.07,2.30,2.47,85.38,2.52
1.37,3.07,2.37,2.37,84.14,-0.99
0.20,0.67,0.43,0.60,96.17,-2.54
0.13,0.53,0.47,0.33,96.26,-0.67
0.10,0.27,0.33,0.27,97.77,2.06
6.93,6.67,7.10,7.37,59.60,0.74
0.10,0.20,0.33,0.20,96.69,0.17
0.17,0.40,0.50,0.33,96.95,-1.75
0.20,0.70,0.60,0.63,95.56,1.00
0.23,0.23,0.57,0.23,95.68,-3.66
0.07,0.70,0.73,0.60,95.31,-0.27
0.20,0.40,0.43,0.53,95.56,-3.01
0.30,0.63,0.47,0.97,94.96,3.39
0.30,0.37,0.40,0.33,96.20,-0.78
7.63,8.80,7.97,8.07,52.86,-4.19
9.87,9.73,10.40,9.83,47.58,0.34
0.07,0.53,0.50,0.57,96.38,1.69
0.07,0.63,0.53,0.53,96.60,0.42
4.47,6.77,4.10,5.17,70.21,-1.82
2.73,4.90,5.03,4.37,73.74,-10.01
0.37,0.60,0.40,0.40,95.42,-2.05
4.40,5.90,5.37,5.27,68.68,0.25
0.10,0.57,0.50,0.37,95.22,0.45
0.23,0.67,0.77,0.67,95.07,-1.02
0.20,0.43,0.50,0.57,95.70,0.09
0.27,0.70,0.83,0.70,93.79,-4.68
0.20,0.30,0.47,0.30,95.60,0.70
0.10,0.53,0.40,0.43,96.90,1.04
0.13,0.73,0.53,0.33,94.01,0.72
8.17,9.87,10.07,7.33,50.74,0.65
8.50,8.73,9.23,9.37,50.83,-2.77
0.33,0.57,0.47,0.63,95.70,-3.20
0.07,0.23,0.27,0.23,97.57,-0.42
5.43,4.00,5.00,5.00,71.33,-2.35
1.73,1.50,1.30,1.40,87.76,-0.88
4.83,5.93,4.73,4.10,71.54,-1.63
0.33,0.50,0.47,0.57,94.33,-2.22
0.07,0.63,0.57,0.30,94.75,1.34
0.13,0.53,0.47,0.43,96.62,-1.54
6.90,8.70,11.60,8.30,52.17,-4.14
10.20,8.03,7.47,10.20,52.04,1.37
0.23,0.67,0.43,0.57,96.01,-5.45
0.53,0.57,0.33,0.30,95.82,-3.66
6.90,6.10,7.13,6.23,60.16,-2.66
0.17,0.77,0.40,0.43,94.90,-3.61
0.13,0.33,0.30,0.27,95.98,0.55
8.53,6.93,11.83,6.90,55.27,-3.66
0.20,0.33,0.43,0.47,96.25,-1.01
0.27,0.67,0.77,0.73,94.11,-0.44
0.10,0.40,0.60,0.57,95.41,0.82
0.33,0.33,0.53,0.27,96.19,-0.99
0.23,0.57,0.40,0.57,95.24,-1.78
0.30,0.43,0.57,0.70,94.77,-6.81
0.13,0.40,0.40,0.40,95.05,3.52
0.33,0.53,0.53,0.67,94.54,-1.26
0.33,0.67,0.43,0.83,93.82,-0.15
0.17,0.43,0.53,0.63,94.45,2.12
0.30,0.97,1.03,0.90,92.11,-0.32
0.37,0.47,0.33,0.67,95.90,0.54
6.33,10.50,8.23,9.73,52.57,1.65
3.17,3.40,4.17,4.43,76.89,2.11
0.13,0.37,0.33,0.57,96.35,1.16
0.33,0.53,0.50,0.53,96.09,2.64
0.17,0.50,0.40,0.57,95.73,-0.62
0.03,0.50,0.37,0.43,97.00,2.22
0.10,0.37,0.40,0.43,96.22,-4.05
0.27,0.73,0.60,0.30,94.67,2.87
1.27,2.20,2.20,2.90,84.68,-0.44
0.07,0.37,0.47,0.40,94.67,-1.11
0.13,0.47,0.93,0.57,95.37,0.75
6.70,10.43,8.27,6.83,54.56,-1.43
0.27,0.50,0.70,0.70,95.40,2.98
0.20,0.47,0.50,0.57,97.12,-1.41
0.00,0.57,0.47,0.47,95.49,-2.74
2.80,2.93,3.03,4.67,79.12,-3.01
0.10,0.37,0.30,0.40,96.08,2.01
0.27,1.23,0.93,1.03,92.86,-4.01
0.07,0.50,0.40,0.40,95.34,-2.49
0.23,0.43,0.57,0.47,95.47,-5.54
0.47,0.87,0.73,0.70,93.81,-0.62
0.37,0.33,0.27,0.47,96.16,-0.35
0.27,0.53,0.73,0.57,94.08,-3.99
0.07,0.43,0.43,0.67,95.08,-2.88
0.30,0.57,0.57,0.60,94.81,1.13
0.00,0.33,0.50,0.47,96.53,-1.24
0.33,0.50,0.50,0.53,95.37,-4.94
0.13,0.53,0.50,0.33,95.63,-6.33
0.20,0.73,0.63,0.73,94.72,-0.72
0.17,0.47,0.43,0.40,95.44,-5.75
0.07,0.33,0.80,0.33,95.92,0.92
0.20,0.67,1.10,0.67,92.42,-1.61
0.23,0.57,0.87,0.77,94.96,-2.35
0.07,0.57,0.47,0.30,96.43,-1.90
2.13,4.10,2.37,4.70,78.86,-4.30
0.20,0.47,0.53,0.57,95.40,-0.15
0.10,0.50,0.47,0.60,95.66,1.90
0.10,0.57,0.60,0.63,95.17,-2.50
0.07,0.50,0.90,0.50,95.10,1.04
0.17,0.20,0.20,0.17,97.15,-5.04
0.37,0.90,0.73,0.60,93.91,-1.25
0.30,0.20,0.30,0.37,94.86,-0.23
6.63,7.97,10.00,11.43,51.97,-7.96
0.30,0.67,0.50,0.43,95.03,-4.68
0.23,0.47,0.33,0.60,95.87,-2.83
0.23,0.47,0.63,0.60,95.14,-0.97
10.97,7.23,7.87,8.47,50.66,-1.35
0.20,0.80,0.80,0.73,94.25,-2.14
0.30,0.73,0.57,0.57,94.71,-1.02
0.27,0.40,0.63,0.40,95.61,-0.08
0.20,0.27,0.33,0.33,95.78,-1.30
