0.00,0.00,0.00,0.00,0.00,0.00
9.33,48.42,11.20,8.93,10.40,0.12
7.73,48.45,11.47,8.27,9.73,-0.92
12.90,6.84,19.77,20.60,20.40,-0.45
11.83,48.33,8.27,8.77,9.77,0.32
8.53,48.35,10.83,9.43,9.27,-4.19
16.70,1.15,21.23,21.37,17.33,-2.12
16.57,1.20,15.23,19.17,24.57,-3.18
13.77,24.01,13.67,14.67,14.67,-0.90
19.07,1.05,21.90,19.33,14.93,-2.23
19.77,1.03,17.57,19.57,22.00,1.28
19.20,0.98,17.00,13.40,24.27,-1.40
12.93,24.04,12.43,15.73,14.70,-6.12
15.93,8.16,22.43,17.23,13.60,3.37
16.27,1.02,21.03,21.70,15.83,-1.02
16.43,1.10,25.77,19.87,13.93,-7.61
18.30,0.93,21.10,18.70,20.27,1.61
13.27,10.80,16.77,19.50,18.00,-2.29
16.93,1.05,13.57,26.07,19.57,-5.84
13.87,33.93,10.33,12.63,11.47,-1.08
19.93,1.11,19.60,17.60,19.00,-1.57
11.07,46.94,9.47,9.60,10.17,-1.39
21.97,9.56,18.70,14.70,16.13,-2.54
16.60,1.03,17.93,18.57,26.57,-1.25
19.53,1.05,19.23,19.83,18.83,-0.99
16.90,0.95,15.60,26.17,19.73,-4.92
18.60,0.95,19.60,16.93,18.37,1.73
14.37,1.16,18.90,17.53,24.07,-1.79
9.57,48.19,8.33,9.90,9.93,4.01
18.50,23.91,14.13,12.50,14.77,2.13
13.37,19.93,14.67,19.27,15.87,-0.52
15.37,0.93,18.77,15.57,22.33,1.65
9.93,34.05,13.47,9.70,14.47,0.09
10.70,18.97,17.50,18.60,14.83,-1.25
15.57,1.23,18.93,16.77,19.90,1.75
22.87,0.93,17.77,20.13,15.47,-2.92
20.13,3.41,18.60,19.47,14.57,0.97
19.40,0.94,22.67,20.10,18.77,-1.16
17.20,1.07,18.27,21.27,19.17,0.93
21.07,0.99,22.63,20.13,15.10,0.80
15.27,0.93,21.57,22.20,15.93,-0.29
23.33,0.86,21.00,14.23,17.13,-0.91
17.30,0.81,23.27,16.57,16.13,2.82
15.23,0.92,18.53,20.93,16.90,0.26
