0.00,0.00,0.00,0.00,0.00,0.00
19.53,14.57,19.70,17.87,8.81,2.08
13.33,13.50,11.40,9.37,35.02,-2.47
16.37,15.73,10.73,12.17,29.35,4.52
14.30,13.90,19.37,13.60,20.75,-0.86
9.70,11.33,11.20,7.63,48.48,0.69
9.90,9.13,11.47,8.07,48.33,-10.18
20.63,15.37,23.00,19.30,0.98,-0.25
18.37,20.73,14.47,19.97,1.04,1.41
22.73,20.13,14.67,22.53,0.81,-2.40
15.53,18.50,15.27,24.57,1.14,1.52
18.03,22.93,19.23,21.67,1.14,-0.87
16.13,22.30,16.90,17.30,1.08,3.36
14.03,15.47,12.60,12.77,29.92,2.59
17.07,18.90,16.30,19.93,0.98,0.98
18.90,17.43,22.97,16.80,1.08,-2.26
20.40,13.53,21.80,18.17,0.94,-0.49
15.20,17.47,24.37,18.73,0.96,-4.05
18.30,19.60,16.10,24.90,1.09,0.49
15.90,18.33,21.20,18.07,0.95,2.61
17.43,25.63,19.07,16.33,0.88,-1.38
19.27,23.80,18.27,18.97,0.94,-3.93
9.40,12.63,10.23,12.97,41.89,-0.44
14.33,23.37,17.33,25.87,1.02,-2.03
21.57,19.43,13.33,18.47,0.87,-1.84
16.50,13.90,16.50,14.30,14.99,1.03
14.87,16.77,24.43,19.90,1.18,-3.62
19.93,20.27,19.40,17.83,0.87,-1.46
9.93,14.10,7.93,10.50,40.06,-1.91
18.80,20.63,19.40,18.17,0.40,1.30
18.70,18.70,18.50,21.87,0.83,-5.33
8.20,10.50,12.77,9.73,43.46,1.25
7.43,10.73,10.53,10.70,45.57,-3.58
14.03,20.37,19.43,27.10,0.90,2.61
9.07,10.10,12.03,10.27,43.44,0.88
19.90,18.47,20.50,16.87,0.86,-4.53
17.37,18.57,15.60,19.83,0.98,-2.96
14.80,19.50,23.83,19.63,1.15,1.40
21.43,17.50,21.80,14.77,1.14,1.60
20.97,19.53,17.27,23.50,0.91,4.63
15.67,25.00,18.93,21.23,0.98,-3.91
