0.00,0.00,0.00,0.00,0.00,0.00
0.37,91.38,1.03,1.40,0.90,0.58
9.40,48.52,12.53,10.67,7.27,-0.42
0.30,96.17,0.70,0.40,0.50,-1.25
0.37,95.72,0.47,0.30,0.43,-6.31
0.13,94.83,0.60,0.43,0.37,0.84
0.20,95.70,0.47,0.57,0.53,-2.74
0.13,96.71,0.37,0.57,0.43,0.01
0.17,95.88,0.30,0.43,0.50,-0.16
3.67,77.70,2.93,4.63,3.57,1.49
0.20,96.04,0.73,0.53,0.47,0.04
0.40,94.82,0.63,0.60,0.57,-4.59
0.33,95.64,0.53,0.50,0.53,4.34
0.33,96.38,0.67,0.33,0.37,-0.36
3.23,73.62,4.17,4.97,5.20,-0.30
0.07,95.74,0.40,0.37,0.37,-6.54
1.13,87.37,1.97,1.60,2.10,-1.00
4.33,70.90,4.50,5.40,4.83,1.76
1.47,83.41,2.17,2.73,3.60,-8.58
0.20,94.10,0.67,0.43,0.67,-0.75
0.33,95.00,0.53,0.73,0.73,-2.79
0.10,96.54,0.30,0.27,0.23,1.28
0.17,94.47,0.77,0.93,0.67,2.39
0.03,96.87,0.47,0.33,0.40,0.35
4.17,68.92,5.87,7.07,4.80,-0.66
0.27,94.48,0.57,0.57,0.43,-5.67
0.17,95.65,0.40,0.50,0.47,0.91
0.00,96.66,0.40,0.43,0.27,0.68
4.47,74.20,3.87,5.13,4.13,-3.64
0.13,96.10,0.17,0.20,0.20,1.61
0.17,96.48,0.37,0.33,0.47,2.66
0.27,96.70,0.57,0.30,0.43,-2.69
1.03,85.92,2.23,2.03,2.03,3.01
4.53,70.46,5.07,4.93,6.10,-0.29
0.63,94.31,0.70,0.70,0.53,1.00
0.33,96.84,0.30,0.40,0.33,1.40
0.17,96.25,0.37,0.60,0.40,0.55
0.20,96.03,0.40,0.40,0.47,-0.05
0.10,95.92,0.33,0.40,0.60,2.31
0.13,95.75,0.47,0.27,0.40,-1.57
6.17,61.51,6.93,7.90,7.23,-4.23
0.43,94.29,0.63,0.67,0.53,1.18
5.07,68.51,4.37,6.57,5.10,-0.32
0.23,96.56,0.37,0.37,0.37,-3.79
0.17,95.62,0.37,0.70,0.47,0.99
0.07,96.35,0.27,0.23,0.30,1.94
0.47,93.92,0.73,0.60,0.77,2.72
0.17,97.99,0.33,0.37,0.30,-0.85
0.13,96.29,0.63,0.37,0.30,-0.57
0.07,96.31,0.20,0.23,0.33,-4.70
0.17,95.58,0.57,0.50,0.57,-1.33
0.10,95.93,0.27,0.30,0.50,-5.49
4.03,70.79,4.67,5.87,5.33,2.22
0.30,95.90,0.43,0.53,0.40,-4.28
1.93,82.41,2.77,3.40,2.77,-7.99
0.23,96.95,0.30,0.30,0.40,0.10
0.17,96.65,0.50,0.40,0.43,3.84
0.33,94.58,0.50,0.43,0.67,-4.16
0.10,96.49,0.47,0.27,0.23,-2.35
0.27,96.35,0.43,0.40,0.33,-0.78
0.30,94.93,0.43,0.40,0.67,-2.41
5.57,64.27,6.37,5.83,7.90,-0.52
0.10,96.03,0.37,0.43,0.33,-6.84
6.47,56.82,8.03,9.73,8.47,-4.36
5.60,59.10,7.00,6.77,7.27,1.85
0.30,96.06,0.40,0.40,0.37,-3.61
0.23,94.60,0.47,0.47,0.43,-4.27
2.67,77.40,3.90,4.70,3.80,1.90
0.13,95.77,0.27,0.40,0.37,-2.73
0.33,94.41,0.77,0.70,0.73,-3.63
0.10,97.36,0.30,0.63,0.33,0.22
0.27,93.09,0.80,0.63,1.13,3.40
0.20,94.55,0.63,0.63,0.47,-7.06
2.30,79.47,4.10,2.73,3.00,-2.29
9.00,53.50,8.10,8.43,6.33,1.37
0.13,95.42,0.27,0.63,0.27,0.39
0.10,94.46,0.83,0.80,0.53,-3.75
8.53,52.18,8.80,8.57,11.50,-1.77
0.07,94.63,0.63,0.63,0.77,-0.88
0.37,93.08,0.63,0.77,0.83,-1.11
0.40,93.24,0.70,0.73,0.73,-1.23
0.23,95.75,0.33,0.27,0.43,2.80
0.53,92.94,0.80,0.70,0.53,2.73
0.37,96.12,0.53,0.47,0.63,1.16
0.20,95.47,0.50,0.63,0.63,1.14
0.30,92.89,0.83,0.80,0.93,-3.56
0.23,94.65,0.40,0.37,0.57,-6.49
0.33,95.16,0.37,0.47,0.53,-0.75
0.17,95.92,0.43,0.40,0.30,-3.71
0.23,93.90,0.87,0.57,0.60,-3.01
0.07,95.00,0.60,0.67,0.50,-3.60
0.37,95.53,0.47,0.50,0.57,-4.38
0.13,95.77,0.53,0.60,0.53,1.18
0.03,95.78,0.47,0.40,0.47,2.65
0.17,96.30,0.43,0.50,0.50,-4.10
0.77,91.45,1.13,1.03,1.10,-1.13
0.27,97.43,0.30,0.23,0.40,-4.02
0.23,94.41,0.77,0.63,0.77,-3.25
0.23,97.09,0.37,0.37,0.33,-2.94
0.10,95.73,0.47,0.43,0.30,-1.98
6.47,51.69,8.00,9.80,8.27,-1.05
3.30,70.72,6.03,5.20,5.87,-1.42
0.03,96.10,0.53,0.37,0.57,-1.24
0.17,96.02,0.60,0.70,0.53,3.89
0.63,93.84,0.73,0.90,0.60,-6.00
0.27,95.56,0.53,0.47,0.40,-1.62
0.17,96.24,0.37,0.50,0.47,0.14
0.17,97.22,0.53,0.23,0.33,-2.14
0.50,89.54,1.43,1.33,1.37,-0.64
1.13,89.96,1.73,1.50,1.07,0.03
0.37,95.42,0.60,0.53,0.50,1.47
0.27,94.88,0.63,0.60,0.70,-4.92
0.40,93.98,0.87,0.70,0.73,-1.08
0.13,95.72,0.30,0.20,0.30,0.37
0.17,97.01,0.30,0.30,0.37,-1.96
0.00,97.09,0.23,0.33,0.23,1.39
5.70,67.84,6.83,4.43,6.50,-1.51
7.27,57.30,8.07,7.40,9.60,1.85
0.23,96.99,0.57,0.43,0.37,-7.12
0.20,95.62,0.43,0.50,0.47,0.92
0.57,94.59,0.60,0.43,0.53,-1.38
0.13,95.64,0.50,0.60,0.57,-0.74
2.93,79.83,3.83,3.13,3.00,0.83
6.63,65.71,5.47,6.90,5.07,1.15
0.03,96.86,0.50,0.20,0.50,2.13
0.27,95.61,0.37,0.47,0.60,-3.99
0.23,94.48,0.57,0.63,0.57,0.56
6.50,52.46,7.60,9.10,9.80,-2.99
0.87,89.19,1.67,1.20,1.57,0.58
0.17,97.25,0.27,0.50,0.63,-3.49
0.27,94.85,0.93,0.67,0.57,2.47
0.17,96.74,0.53,0.50,0.43,-0.10
0.27,97.24,0.47,0.30,0.27,-4.80
0.17,96.24,0.37,0.43,0.43,1.28
7.83,54.37,8.43,7.47,9.17,1.16
5.80,53.24,8.90,7.57,10.43,-0.74
6.70,48.28,9.80,11.50,9.00,1.53
0.30,95.06,0.60,0.63,0.60,-2.14
0.33,94.51,0.70,0.80,0.53,5.81
0.33,93.88,0.60,0.70,0.67,4.15
1.03,88.70,1.73,1.50,1.60,-4.56
0.03,96.23,0.37,0.60,0.57,-1.41
0.40,95.00,0.50,0.70,0.67,-1.16
0.10,97.21,0.30,0.30,0.13,2.66
0.27,95.25,0.47,0.50,0.73,-0.02
7.63,57.43,7.00,7.90,8.33,-3.43
0.33,94.91,0.53,0.40,0.47,-3.05
0.03,96.55,0.57,0.37,0.30,2.86
6.40,51.52,10.33,8.73,8.03,-8.59
4.30,73.07,4.80,3.90,4.97,-1.26
0.30,93.22,0.70,1.40,1.17,3.15
5.13,58.26,7.60,8.97,6.33,3.42
4.60,66.86,6.87,6.73,5.93,-1.56
0.27,96.76,0.40,0.67,0.37,1.20
0.17,96.46,0.40,0.23,0.37,-2.48
0.10,96.95,0.40,0.33,0.40,0.40
3.23,80.01,3.97,2.53,3.33,2.74
0.07,96.35,0.40,0.43,0.37,2.87
1.70,83.54,2.47,3.10,2.83,1.67
0.33,95.46,0.43,0.47,0.40,-0.19
0.30,95.19,0.50,0.40,0.47,-3.98
7.43,56.00,7.20,9.07,7.50,-2.28
0.10,95.04,0.43,0.50,0.70,0.95
5.87,63.73,6.57,7.97,6.40,2.06
0.20,96.94,0.47,0.43,0.43,1.34
4.40,71.36,5.13,5.43,4.67,0.16
0.17,94.49,0.57,0.37,0.40,-5.18
0.20,94.82,0.70,0.50,0.50,-0.90
0.23,96.75,0.43,0.47,0.50,1.48
0.23,93.86,0.57,0.80,0.77,-3.30
0.13,95.63,0.43,0.47,0.50,-4.92
2.67,77.98,4.03,3.83,3.83,0.21
0.50,95.27,0.43,0.37,0.60,3.00
4.30,66.68,5.90,6.10,6.50,0.32
0.93,88.89,1.30,1.70,1.73,-3.72
5.50,57.82,8.77,6.17,8.93,0.26
0.27,96.00,0.50,0.53,0.40,-4.54
0.33,95.29,0.63,0.40,0.57,1.36
1.40,87.67,1.37,1.77,1.70,-0.79
0.33,95.69,0.43,0.63,0.53,-4.99
5.07,67.36,5.97,6.20,5.60,0.91
0.30,94.98,0.50,0.60,0.60,0.32
0.10,97.81,0.40,0.33,0.23,-1.02
5.87,69.34,6.87,5.00,4.13,-6.18
0.07,95.89,0.27,0.37,0.47,-3.08
0.63,90.39,1.23,1.20,1.60,1.68
0.27,94.72,0.57,0.57,0.53,-3.52
4.40,69.20,6.90,6.90,4.90,-0.16
0.23,95.85,0.67,0.53,0.40,1.29
8.47,47.94,10.77,9.03,9.97,2.59
0.30,96.92,0.27,0.40,0.27,-0.78
0.10,96.34,0.13,0.10,0.20,-1.81
0.53,92.06,0.93,0.90,1.07,-0.79
0.17,95.37,0.67,0.70,0.63,-3.90
0.23,95.86,0.40,0.30,0.40,0.60
5.07,56.25,8.40,7.23,10.80,2.09
0.10,97.56,0.23,0.27,0.13,-4.10
0.23,95.31,0.50,0.50,0.30,0.33
1.20,82.81,3.03,2.77,3.40,0.15
1.00,89.26,1.47,1.20,1.37,1.35
