0.00,0.00,0.00,0.00,0.00,0.00
4.37,7.00,5.63,4.63,69.06,2.38
7.47,11.13,11.27,11.43,47.92,1.52
10.10,11.43,7.97,8.43,48.56,-0.12
11.40,7.93,7.90,9.47,50.08,0.95
7.87,10.23,9.10,9.63,47.81,-0.30
8.67,11.40,8.40,9.87,49.69,-1.17
9.93,10.97,8.40,10.60,45.95,2.43
7.73,10.10,10.87,9.30,48.20,2.71
1.03,1.17,1.27,1.37,90.07,-0.26
4.97,5.00,3.90,6.43,70.35,1.25
4.50,5.27,5.27,5.80,69.70,-4.59
6.80,10.23,9.97,12.33,49.00,-6.75
10.07,10.17,11.23,6.00,48.13,-2.56
6.23,11.00,12.53,9.87,48.25,0.20
0.13,0.40,0.30,0.30,97.61,1.07
9.50,9.57,11.50,8.20,48.16,-4.35
6.83,11.13,9.20,9.07,47.59,-8.68
9.47,9.93,8.10,10.50,49.69,-0.21
8.73,8.63,8.47,10.90,47.69,0.70
9.20,10.23,9.40,10.37,48.35,-3.10
0.20,0.63,0.70,0.87,93.86,0.89
8.17,11.37,10.47,10.00,48.23,-4.65
9.83,8.00,11.13,9.67,47.65,-5.32
8.70,11.83,9.73,8.97,48.89,0.92
7.77,10.37,10.37,10.43,47.59,1.80
6.97,8.47,10.97,10.20,47.45,-1.76
1.23,2.87,3.23,4.37,81.70,0.67
8.13,11.37,8.57,10.57,48.03,0.14
7.17,7.13,9.00,7.13,58.15,1.18
8.53,8.83,9.70,12.70,48.80,-8.57
8.20,10.37,8.53,10.23,48.84,-3.16
7.43,9.07,10.60,8.70,49.59,-2.85
12.07,8.67,8.60,10.53,48.80,1.60
10.13,9.13,9.47,12.00,48.72,0.52
5.63,4.47,5.90,5.70,69.73,-0.46
9.83,8.87,10.27,10.87,49.10,2.00
9.77,7.67,10.00,12.37,47.57,0.59
7.53,6.80,8.37,7.70,58.51,-3.03
5.53,6.37,9.70,9.03,57.79,1.29
8.33,8.53,10.80,10.77,48.01,3.23
10.90,8.90,10.70,10.00,47.79,1.16
7.23,9.57,12.30,9.47,47.49,-4.09
10.43,8.27,10.43,6.63,48.66,-6.71
8.00,6.40,7.70,6.40,58.06,1.00
0.43,0.37,0.87,0.60,94.57,1.85
0.20,0.90,0.70,0.70,95.13,-4.21
0.27,0.47,0.47,0.47,95.27,2.20
2.93,4.37,3.90,3.67,77.75,-5.21
10.23,11.17,10.07,10.13,46.42,-1.61
7.73,10.37,8.47,12.80,48.56,-0.95
1.97,2.93,3.20,3.60,81.53,0.01
9.67,9.67,8.60,10.20,47.37,-1.64
7.93,10.27,11.17,7.40,47.66,-2.17
3.03,5.20,5.03,4.17,73.19,2.23
5.73,7.23,11.47,9.93,49.64,1.59
8.40,9.60,10.30,9.70,49.77,1.35
4.00,6.47,7.27,4.00,69.91,0.71
7.27,8.17,5.40,6.40,61.37,-0.96
9.10,9.27,11.20,8.93,51.44,-2.38
10.60,7.57,12.57,6.80,49.79,-1.56
8.40,9.57,10.07,10.43,47.72,0.87
6.70,12.40,10.87,10.07,47.29,1.77
7.30,12.20,10.17,9.67,47.55,-2.02
3.73,3.53,5.80,4.07,74.33,2.41
6.47,10.90,11.40,9.37,46.91,2.90
9.00,9.83,9.83,8.60,49.31,1.71
6.20,6.93,5.60,7.90,60.88,-2.99
7.30,9.93,11.00,9.77,48.48,-0.09
11.00,10.30,7.80,8.83,49.33,-0.37
2.47,3.43,2.63,3.00,81.37,-3.84
9.23,8.20,8.13,11.40,49.37,2.81
7.13,11.67,11.53,9.57,50.22,1.16
6.67,8.33,10.60,8.43,53.59,-3.71
7.97,11.53,8.33,11.87,47.41,1.31
9.33,9.40,10.00,9.17,48.53,-2.35
8.63,7.53,11.27,9.17,48.55,0.20
8.73,7.43,11.60,10.50,49.08,-2.88
8.27,11.23,8.40,9.43,47.84,1.39
11.10,10.30,8.67,9.90,45.82,-2.33
7.90,10.77,8.90,10.47,49.32,2.88
7.97,10.43,8.97,10.03,49.56,-4.74
6.53,8.10,6.33,6.63,61.36,-7.99
5.97,6.67,9.00,6.30,61.16,2.72
11.07,7.70,8.23,10.73,47.55,-0.13
9.50,7.80,8.20,10.43,48.29,0.43
11.07,9.37,9.53,9.63,48.37,-1.87
0.43,0.97,0.97,0.93,92.48,2.55
7.87,8.53,10.93,10.10,48.47,-5.33
11.03,10.00,9.00,9.03,47.88,-1.28
0.47,0.87,0.53,0.47,93.79,-1.58
1.93,2.93,2.90,3.50,80.70,2.19
7.73,6.17,5.73,6.00,64.72,-4.91
10.30,9.60,10.60,8.73,47.84,-1.57
2.33,3.43,3.87,3.47,80.31,-3.02
8.03,8.83,9.30,8.53,48.46,-2.76
6.53,9.40,12.30,12.03,47.86,0.49
8.87,12.07,7.83,10.03,47.17,-0.81
8.93,8.90,9.17,9.13,49.55,-1.55
9.37,11.27,9.37,9.40,48.00,-1.25
9.23,8.50,7.90,10.00,49.46,-3.10
1.53,3.20,3.07,2.37,83.23,-2.30
7.87,9.27,9.17,10.13,49.76,1.92
6.63,10.07,12.07,7.73,49.39,0.76
